,property_type,price,location,city,province_name,latitude,longitude,baths,purpose,bedrooms,date_added,agency,agent,Area_in_Marla
185,House,58500000,Malir,Karachi,Sindh,24.956491,67.219341,5,For Sale,4,2019-06-05,Vigilant Property Solutions,"Group Captain Rana Farooq (R), Kashif Khan",14.0
186,House,67000000,Malir,Karachi,Sindh,24.956491,67.219341,5,For Sale,5,2019-06-05,Vigilant Property Solutions,Group Captain Rana Farooq R Kashif Khan,20.0
187,House,120000000,Falcon Complex Faisal,Karachi,Sindh,24.865828,67.088388,5,For Sale,5,2019-06-05,Vigilant Property Solutions,"Group Captain Rana Farooq (R), Kashif Khan",20.0
188,House,58500000,Malir,Karachi,Sindh,24.956491,67.219341,5,For Sale,4,2019-06-20,Vigilant Property Solutions,"Group Captain Rana Farooq (R), Kashif Khan",14.0
189,House,58000000,Malir,Karachi,Sindh,24.956491,67.219341,5,For Sale,4,2019-06-20,Vigilant Property Solutions,"Group Captain Rana Farooq (R), Kashif Khan",14.0
190,House,110000000,Falcon Complex Faisal,Karachi,Sindh,24.865828,67.088388,5,For Sale,5,2019-06-29,Vigilant Property Solutions,"Group Captain Rana Farooq (R), Kashif Khan",20.0
191,House,119000000,Falcon Complex Faisal,Karachi,Sindh,24.865828,67.088388,5,For Sale,5,2019-06-29,Vigilant Property Solutions,"Group Captain Rana Farooq (R), Kashif Khan",20.0
192,House,115000000,Falcon Complex Faisal,Karachi,Sindh,24.865828,67.088388,0,For Sale,5,2019-06-20,Vigilant Property Solutions,"Group Captain Rana Farooq (R), Kashif Khan",20.0
193,House,59500000,Malir,Karachi,Sindh,24.956491,67.219341,5,For Sale,4,2019-06-20,Vigilant Property Solutions,"Group Captain Rana Farooq (R), Kashif Khan",14.0
194,House,19000000,Shahra-e-Faisal,Karachi,Sindh,24.867670621306,67.194591695443,4,For Sale,4,2019-07-18,Self,Self,9.6
195,Flat,7550000,Gizri,Karachi,Sindh,24.820393,67.0468,2,For Sale,2,2019-03-18,Patel Builders,Muhammad Waqar,5.2
196,House,91500000,DHA Defence,Karachi,Sindh,24.799663543701,67.055389404297,6,For Sale,5,2019-07-01,Self,Self,24.0
197,Flat,4500000,Saddar Town,Karachi,Sindh,24.860389,67.027795,1,For Sale,2,2019-07-18,Self,Self,1.3
198,Flat,6900000,Scheme 33,Karachi,Sindh,24.969194,67.13449200000001,3,For Sale,4,2019-06-05,Estate 1. com,Zikru Ur Rehman,6.1
199,Flat,4500000,Gulistan-e-Jauhar,Karachi,Sindh,24.924636,67.141903,2,For Sale,2,2018-10-20,Self,Self,4.8
200,House,20000000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.911726,67.098014,3,For Sale,2,2019-01-18,Self,Self,4.8
201,House,72500000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.910435,67.090523,0,For Sale,0,2019-03-10,Guide Line Real Estate,Kaleem Zafar Raja,24.0
202,House,85000000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.910435,67.090523,6,For Sale,6,2019-03-10,Guide Line Real Estate,Kaleem Zafar Raja,20.0
203,House,60000000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.899565,67.081322,4,For Sale,4,2019-02-17,Guide Line Real Estate,Kaleem Zafar Raja,9.7
204,House,120000000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.90628,67.086254,6,For Sale,6,2019-02-17,Guide Line Real Estate,Kaleem Zafar Raja,24.0
205,Flat,45000000,DHA Defence,Karachi,Sindh,24.782215,67.074537,4,For Sale,3,2019-06-30,Khatwani Estate,Ajay Khatwani,9.7
206,Flat,35000000,DHA Defence,Karachi,Sindh,24.782215,67.074537,3,For Sale,2,2019-06-30,Khatwani Estate,Ajay Khatwani,9.1
207,Flat,25000000,DHA Defence,Karachi,Sindh,24.752502,67.07401899999999,1,For Sale,1,2019-06-30,Khatwani Estate,Ajay Khatwani,6.0
208,House,200000,DHA Defence,Karachi,Sindh,24.821639,67.071691,0,For Rent,6,2019-07-18,Entrepreneur Real Estate,Shahid Abbasi,24.0
209,House,230000,DHA Defence,Karachi,Sindh,24.811562,67.043072,0,For Rent,6,2019-07-18,Entrepreneur Real Estate,Shahid Abbasi,40.0
210,House,120000,Cantt,Karachi,Sindh,24.866717,67.089738,4,For Rent,4,2018-08-22,Self,Self,14.0
211,House,19000,Federal B Area,Karachi,Sindh,24.949942157574,67.075440650223,2,For Rent,3,2019-06-18,Self,Self,4.8
212,House,43000,North Karachi,Karachi,Sindh,24.981857,67.060118,3,For Rent,6,2019-02-18,Self,Self,11.5
213,House,85000,Malir,Karachi,Sindh,24.956491,67.219341,0,For Rent,4,2019-04-19,Vigilant Property Solutions,"Group Captain Rana Farooq (R), Kashif Khan",14.0
214,House,110000,Malir,Karachi,Sindh,24.956491,67.219341,0,For Rent,5,2019-04-19,Vigilant Property Solutions,"Group Captain Rana Farooq (R), Kashif Khan",20.0
215,House,130000,Malir,Karachi,Sindh,24.956491,67.219341,5,For Rent,5,2019-04-19,Vigilant Property Solutions,"Group Captain Rana Farooq (R), Kashif Khan",20.0
216,Room,8000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.898465,67.0625,1,For Rent,1,2019-07-18,Self,Self,9.6
217,Room,8000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.898465,67.0625,0,For Rent,0,2019-07-18,Self,Self,1.1
218,House,105000,Malir,Karachi,Sindh,24.956491,67.219341,5,For Rent,5,2019-06-20,Vigilant Property Solutions,Group Captain Rana Farooq R Kashif Khan,20.0
219,Flat,65000,DHA Defence,Karachi,Sindh,24.803643,67.07409399999999,3,For Rent,3,2019-07-15,Shah Zain Associates,Rizwan Ahmed,7.8
220,Lower Portion,150000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.899672,67.094536,3,For Rent,3,2019-07-18,Guide Line Real Estate,Kaleem Zafar Raja,16.0
221,House,38800000,Emaar Canyon Views,Islamabad,Islamabad Capital,33.518929,73.184692,4,For Sale,5,2019-07-04,Self,Self,30.0
222,Flat,2500000,D-17,Islamabad,Islamabad Capital,33.659746000000005,72.860341,0,For Sale,0,2019-02-04,Property Panel,Abdul Hameed.,2.2
223,Flat,15500000,DHA Defence,Islamabad,Islamabad Capital,33.538087,73.164536,4,For Sale,4,2019-06-04,Self,Self,12.0
224,House,46500000,G-13,Islamabad,Islamabad Capital,33.645957,72.96247199999999,9,For Sale,9,2019-04-05,Self,Self,10.9
225,Flat,3200000,F-17,Islamabad,Islamabad Capital,33.635131060259994,72.874449491501,2,For Sale,2,2019-07-04,Self,Self,3.7
226,House,14000000,F-17,Islamabad,Islamabad Capital,33.631987,72.880297,6,For Sale,4,2019-06-27,Al Karam Property,Mian Muhammad Hafeez,7.0
227,Flat,3965000,I-12,Islamabad,Islamabad Capital,33.629628000000004,73.00241899999999,2,For Sale,2,2019-02-04,Self,Self,4.2
228,House,32500000,Korang Town,Islamabad,Islamabad Capital,33.579034,73.13959100000001,9,For Sale,7,2019-06-19,National Property Advisor,CH ALI,12.0
229,Flat,7800000,F-10,Islamabad,Islamabad Capital,33.695352,73.00698299999999,2,For Sale,2,2019-07-04,Self,Self,5.8
230,House,30000000,Bahria Town,Islamabad,Islamabad Capital,33.695972999999995,73.215615,7,For Sale,6,2019-06-12,Kings & Queens,Kaiwan Anwar,10.0
231,House,21000000,Bahria Town,Islamabad,Islamabad Capital,33.550837268049,73.10628890991201,6,For Sale,5,2019-02-04,Al-Ghous Real Estate Management & Construction,Muhammad Nasir,10.0
232,Flat,8000000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,2,For Sale,2,2019-06-26,Top Line Real Estate Consultants,Suhaib Awan,6.1
233,House,180000,F-10,Islamabad,Islamabad Capital,33.691531,73.005431,6,For Rent,6,2019-03-06,Self,Self,26.0
234,Upper Portion,70000,F-10,Islamabad,Islamabad Capital,33.691531,73.005431,3,For Rent,3,2019-03-06,Self,Self,20.0
235,Lower Portion,85000,F-10,Islamabad,Islamabad Capital,33.691531,73.005431,0,For Rent,3,2019-03-06,Self,Self,20.0
236,House,140000,F-10,Islamabad,Islamabad Capital,33.691531,73.005431,6,For Rent,5,2019-03-06,Self,Self,20.0
237,Upper Portion,75000,F-10,Islamabad,Islamabad Capital,33.691531,73.005431,3,For Rent,3,2019-03-06,Self,Self,20.0
238,House,250000,F-11,Islamabad,Islamabad Capital,33.683532,72.99041,8,For Rent,8,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,20.0
239,House,220000,F-10,Islamabad,Islamabad Capital,33.691531,73.005431,6,For Rent,6,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,20.0
240,Upper Portion,40000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,3,For Rent,3,2019-07-02,MB Estate & Builders,Ch Mumtaz,10.0
241,Upper Portion,80000,F-10,Islamabad,Islamabad Capital,33.690353,73.010416,3,For Rent,3,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,20.0
242,House,300000,F-11,Islamabad,Islamabad Capital,33.683532,72.99041,9,For Rent,9,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,20.0
243,House,160000,F-10,Islamabad,Islamabad Capital,33.691531,73.005431,7,For Rent,7,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,20.0
244,House,240000,F-10,Islamabad,Islamabad Capital,33.691531,73.005431,5,For Rent,5,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,20.0
245,House,280000,F-10,Islamabad,Islamabad Capital,33.691531,73.005431,6,For Rent,6,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,20.0
246,House,220000,F-10,Islamabad,Islamabad Capital,33.691531,73.005431,8,For Rent,8,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,20.0
247,House,190000,F-10,Islamabad,Islamabad Capital,33.691531,73.005431,6,For Rent,6,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,20.0
248,Upper Portion,130000,F-11,Islamabad,Islamabad Capital,33.683532,72.99041,4,For Rent,4,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,26.0
249,Upper Portion,75000,F-11,Islamabad,Islamabad Capital,33.683532,72.99041,3,For Rent,3,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,20.0
250,House,350000,F-11,Islamabad,Islamabad Capital,33.683532,72.99041,6,For Rent,6,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,40.0
251,House,160000,F-11,Islamabad,Islamabad Capital,33.683532,72.99041,5,For Rent,5,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,20.0
252,Lower Portion,110000,F-11,Islamabad,Islamabad Capital,33.683532,72.99041,3,For Rent,3,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,26.0
253,House,190000,F-11,Islamabad,Islamabad Capital,33.683532,72.99041,5,For Rent,5,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,20.0
254,House,180000,F-11,Islamabad,Islamabad Capital,33.683532,72.99041,6,For Rent,6,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,20.0
255,House,170000,F-11,Islamabad,Islamabad Capital,33.683532,72.99041,7,For Rent,7,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,20.0
256,Lower Portion,100000,F-11,Islamabad,Islamabad Capital,33.683532,72.99041,3,For Rent,3,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,26.0
257,House,350000,F-11,Islamabad,Islamabad Capital,33.683532,72.99041,8,For Rent,8,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,40.0
258,Upper Portion,130000,F-8,Islamabad,Islamabad Capital,33.713131,73.038383,2,For Rent,2,2019-05-05,Property Connect,Muhammad Naseer,20.0
259,House,250000,F-10,Islamabad,Islamabad Capital,33.691531,73.005431,7,For Rent,7,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,20.0
260,Flat,17000,DHA Defence,Islamabad,Islamabad Capital,33.536959,73.17541800000001,1,For Rent,2,2019-05-05,H. A Estate & Builders,Rizwan,4.0
261,House,110000,F-11,Islamabad,Islamabad Capital,33.683532,72.99041,4,For Rent,4,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,9.3
262,Upper Portion,80000,F-11,Islamabad,Islamabad Capital,33.683532,72.99041,3,For Rent,3,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,26.0
263,House,110000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,6,For Rent,6,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,10.1
264,Upper Portion,75000,F-11,Islamabad,Islamabad Capital,33.679210999999995,72.988787,3,For Rent,3,2019-07-11,Farhan Real Estate,Azmat Ullah Qureshi,20.0
265,Flat,33000,Askari 14,Rawalpindi,Punjab,33.543004,73.067576,4,For Rent,3,2019-07-08,Self,Self,10.0
266,House,47000,Askari 14,Rawalpindi,Punjab,33.544952407409,73.067813068192,4,For Rent,3,2019-06-28,Self,Self,10.0
267,House,55000,Askari 13,Rawalpindi,Punjab,33.569523,73.064679,4,For Rent,3,2019-07-10,Self,Self,5.0
268,House,60000,Askari 13,Rawalpindi,Punjab,33.569523,73.064679,0,For Rent,5,2019-07-10,Self,Self,5.0
269,House,55000,Askari 13,Rawalpindi,Punjab,33.567781234554,73.063414245407,4,For Rent,3,2019-07-15,Self,Self,5.0
270,Flat,35000,Askari 7,Rawalpindi,Punjab,33.56103,73.062276,4,For Rent,3,2019-06-28,Zaka Real Estate,Zaka Ud Din Kamal,10.0
271,House,17600000,Bahria Town,Lahore,Punjab,31.374195,74.191482,6,For Sale,5,2019-05-03,Self,Self,10.0
272,House,17500000,Bahria Town,Lahore,Punjab,31.374195,74.191482,6,For Sale,5,2019-05-03,Self,Self,10.0
273,House,35000000,Askari,Lahore,Punjab,31.533849,74.409633,5,For Sale,4,2019-06-18,Forces Properties,Khalid Saeed Khan,17.0
274,House,22000000,Askari,Lahore,Punjab,31.537458,74.41332299999999,5,For Sale,4,2019-06-18,Forces Properties,Khalid Saeed Khan,10.0
275,House,23500000,Askari,Lahore,Punjab,31.533161,74.419481,6,For Sale,5,2019-06-18,Forces Properties,Khalid Saeed Khan,10.0
276,House,41500000,Askari,Lahore,Punjab,31.533161,74.419481,6,For Sale,5,2019-06-18,Forces Properties,Khalid Saeed Khan,20.0
277,House,23000000,Askari,Lahore,Punjab,31.533161,74.419481,5,For Sale,4,2019-06-18,Forces Properties,Khalid Saeed Khan,10.0
279,House,20500000,Askari,Lahore,Punjab,31.536068,74.408666,4,For Sale,3,2019-06-18,Forces Properties,Khalid Saeed Khan,10.0
280,House,21000000,Askari,Lahore,Punjab,31.536068,74.408666,4,For Sale,3,2019-06-18,Forces Properties,Khalid Saeed Khan,10.0
281,House,19200000,Architects Engineers Housing Society,Lahore,Punjab,31.443749,74.259152,7,For Sale,5,2019-02-03,Jinnah Associates,Shafiq Malik,10.0
282,House,7700000,Paragon City,Lahore,Punjab,31.533372,74.45134200000001,4,For Sale,3,2019-06-12,Valo Marketing,Nabeel Khalid Muhammad Bin Shahid,4.0
283,House,21500000,DHA Defence,Lahore,Punjab,31.469155,74.47055300000001,5,For Sale,4,2019-06-25,Vital Estate,Shahbaz Mughal,10.0
284,House,11800000,Bahria Town,Lahore,Punjab,31.374414,74.177749,4,For Sale,3,2019-05-03,Self,Self,5.0
285,House,26500000,DHA Defence,Lahore,Punjab,31.469155,74.47055300000001,5,For Sale,4,2019-06-25,Vital Estate,Shahbaz Mughal,14.0
286,House,70000000,DHA Defence,Lahore,Punjab,31.469155,74.47055300000001,7,For Sale,6,2019-06-18,Vital Estate,Shahbaz Mughal,40.0
287,House,49500000,DHA Defence,Lahore,Punjab,31.469155,74.47055300000001,6,For Sale,5,2019-06-25,Vital Estate,Shahbaz Mughal,20.0
288,House,12500000,Samanabad,Lahore,Punjab,31.539206,74.305515,3,For Sale,2,2019-04-03,Self,Self,5.5
289,House,36000000,Askari,Lahore,Punjab,31.533849,74.409633,5,For Sale,4,2019-06-18,Forces Properties,Khalid Saeed Khan,17.0
290,House,36000000,DHA Defence,Lahore,Punjab,31.471571,74.44590600000001,6,For Sale,5,2019-06-25,Vital Estate,Shahbaz Mughal,20.0
291,House,51000000,DHA Defence,Lahore,Punjab,31.466227000000003,74.427137,6,For Sale,5,2019-06-25,Vital Estate,Shahbaz Mughal,20.0
292,House,20000000,Bahria Town,Lahore,Punjab,31.37108,74.19031600000001,7,For Sale,5,2018-11-05,The Property Lounge,Najam Ul Saqib,10.0
293,House,6000000,Allama Iqbal Town,Lahore,Punjab,31.518337,74.297862,2,For Sale,3,2019-02-03,Self,Self,2.0
294,House,5500000,Allama Iqbal Town,Lahore,Punjab,31.518337,74.297862,2,For Sale,3,2019-04-04,Self,Self,2.0
295,House,65000000,Gulberg,Lahore,Punjab,31.526751,74.33707199999999,0,For Sale,0,2019-04-03,Punjaab Estates,Irfan Rehman Khan,22.0
296,House,35000000,DHA Defence,Lahore,Punjab,31.465422,74.38530899999999,6,For Sale,5,2019-06-26,Vital Estate,Shahbaz Mughal,20.0
298,House,52500000,DHA Defence,Lahore,Punjab,31.466227000000003,74.440012,6,For Sale,5,2019-06-25,Vital Estate,Shahbaz Mughal,20.0
299,House,35000000,Gulberg,Lahore,Punjab,31.505678000000003,74.348202,8,For Sale,5,2019-05-03,Hamza Real Estate,Imran Shahad,12.0
300,House,22500000,Askari,Lahore,Punjab,31.537458,74.41332299999999,5,For Sale,5,2019-06-18,Forces Properties,Khalid Saeed Khan,10.0
301,House,22500000,Askari,Lahore,Punjab,31.574430554518,74.443696327507,5,For Sale,4,2019-06-18,Forces Properties,Khalid Saeed Khan,10.0
302,House,23500000,Askari,Lahore,Punjab,31.717278715535,74.455991908908,4,For Sale,4,2019-06-18,Forces Properties,Khalid Saeed Khan,10.0
303,House,15500000,Allama Iqbal Town,Lahore,Punjab,31.521703,74.298978,5,For Sale,5,2019-07-03,Rana Estate Agency,Rana Junaid,8.2
304,House,37000000,Askari,Lahore,Punjab,31.533849,74.409633,5,For Sale,4,2019-06-18,Forces Properties,Khalid Saeed Khan,17.0
305,House,28000000,Askari,Lahore,Punjab,31.536068,74.408666,4,For Sale,4,2019-06-18,Forces Properties,Khalid Saeed Khan,12.0
306,House,23500000,Askari,Lahore,Punjab,31.53327,74.41358000000001,5,For Sale,4,2019-06-18,Forces Properties,Khalid Saeed Khan,10.0
307,House,22000000,Askari,Lahore,Punjab,31.53327,74.41358000000001,6,For Sale,5,2019-06-18,Forces Properties,Khalid Saeed Khan,10.0
309,House,21500000,Askari,Lahore,Punjab,31.537239000000003,74.420211,5,For Sale,4,2019-06-18,Forces Properties,Khalid Saeed Khan,10.0
310,House,22500000,Askari,Lahore,Punjab,31.533161,74.419481,5,For Sale,4,2019-06-18,Forces Properties,Khalid Saeed Khan,10.0
311,House,60000000,Gulberg,Lahore,Punjab,31.521776000000003,74.343538,0,For Sale,0,2019-04-03,Punjaab Estates,Irfan Rehman Khan,20.0
312,House,1200000000,Gulberg,Lahore,Punjab,31.519435,74.345548,0,For Sale,0,2019-04-04,Punjaab Estates,Irfan Rehman Khan,160.0
313,House,380000000,Gulberg,Lahore,Punjab,31.510471000000003,74.350526,0,For Sale,0,2019-05-03,Punjaab Estates,Irfan Rehman Khan,40.0
314,Flat,3200000,Mozang,Lahore,Punjab,31.54913520813,74.315116882324,2,For Sale,2,2019-07-03,Self,Self,3.0
315,House,59800000,DHA Defence,Lahore,Punjab,31.462493,74.40934200000001,7,For Sale,6,2019-05-03,Harum Real Estate & Builders,Tayyab Khurshad,20.0
316,House,66000000,DHA Defence,Lahore,Punjab,31.469155,74.47055300000001,6,For Sale,6,2019-06-25,Vital Estate,Shahbaz Mughal,40.0
317,House,360000000,Gulberg,Lahore,Punjab,31.53842,74.352357,7,For Sale,5,2019-06-30,Hamza Real Estate,Imran Shahad,200.0
318,House,8500000,Abdullahpur,Faisalabad,Punjab,31.423683,73.10636,3,For Sale,4,2019-03-19,Self,Self,5.0
319,Flat,10500000,Askari 7,Rawalpindi,Punjab,33.56103,73.062276,4,For Sale,3,2019-06-28,Zaka Real Estate,Zaka Ud Din Kamal,10.0
320,House,25000000,Askari 10,Rawalpindi,Punjab,33.586989,73.077743,4,For Sale,5,2019-06-04,Self,Self,10.0
321,House,45000000,Dhok Kashmirian,Rawalpindi,Punjab,33.643,73.08328,6,For Sale,6,2019-07-05,Self,Self,11.7
322,Flat,16000000,Askari 7,Rawalpindi,Punjab,33.56103,73.062276,0,For Sale,3,2019-06-04,Self,Self,10.0
323,Flat,11500000,Askari 4,Rawalpindi,Punjab,33.584397,73.07980500000001,4,For Sale,3,2019-06-04,Self,Self,10.0
324,Flat,11500000,Askari 1,Rawalpindi,Punjab,33.581306,73.087962,0,For Sale,3,2019-06-04,Self,Self,10.0
325,Flat,9800000,Askari 3,Rawalpindi,Punjab,33.5874,73.081523,4,For Sale,3,2019-06-04,Self,Self,10.0
326,Flat,9800000,Askari 2,Rawalpindi,Punjab,33.585054,73.083517,4,For Sale,3,2019-06-04,Self,Self,10.0
327,Flat,3000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.521423,73.109236,1,For Sale,1,2019-07-16,Easy Property,Muhammad Junaid CEO  Muhammad Shahid Director,1.5
328,House,21000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,6,For Sale,5,2019-07-03,Aim Real Estate,Abdul Rehman,10.0
329,House,35000000,Gulraiz Housing Scheme,Rawalpindi,Punjab,33.5628,73.10714399999999,10,For Sale,10,2019-04-05,Aim Real Estate,Abdul Rehman,20.0
330,House,22500000,Askari 7,Rawalpindi,Punjab,33.56103,73.062276,4,For Sale,3,2019-06-13,Self,Self,10.0
331,House,25000000,Westridge,Rawalpindi,Punjab,33.607828999999995,73.021817,4,For Sale,3,2019-06-13,Self,Self,11.0
332,House,22500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,6,For Sale,5,2019-07-03,Al-Ghous Real Estate Management & Construction,Muhammad Nasir,10.0
333,House,40000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550408000000004,73.115473,7,For Sale,6,2018-08-08,Al-Ghous Real Estate Management & Construction,Muhammad Nasir,20.0
334,House,38000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.55892,73.118649,6,For Sale,5,2019-07-03,Al-Ghous Real Estate Management & Construction,Muhammad Nasir,20.0
335,Flat,10000000,Askari 1,Rawalpindi,Punjab,33.581306,73.087962,3,For Sale,3,2018-11-06,Farhan Enterprises,Junaid Qureshi,10.7
336,House,22500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550408000000004,73.115473,6,For Sale,5,2019-07-03,Al-Ghous Real Estate Management & Construction,Muhammad Nasir,10.0
337,House,40000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,7,For Sale,6,2018-12-06,Al-Ghous Real Estate Management & Construction,Muhammad Nasir,20.0
338,House,42000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.55892,73.118649,7,For Sale,6,2018-08-08,Al-Ghous Real Estate Management & Construction,Muhammad Nasir,20.0
339,House,58000,Askari 14,Rawalpindi,Punjab,33.543004,73.067576,6,For Rent,5,2019-07-03,Zaka Real Estate,Zaka Ud Din Kamal,10.0
340,House,55000,Askari 14,Rawalpindi,Punjab,33.543004,73.067576,5,For Rent,4,2019-07-03,Zaka Real Estate,Zaka Ud Din Kamal,10.0
341,House,65000,Askari 13,Rawalpindi,Punjab,33.569523,73.064679,0,For Rent,4,2019-06-28,Zaka Real Estate,Zaka Ud Din Kamal,10.0
342,Lower Portion,48000,Askari 7,Rawalpindi,Punjab,33.56103,73.062276,3,For Rent,3,2019-05-06,Self,Self,10.0
343,Lower Portion,29500,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550408000000004,73.115473,4,For Rent,3,2019-07-08,Self,Self,10.0
344,House,60000,Askari 13,Rawalpindi,Punjab,33.569523,73.064679,4,For Rent,3,2019-07-10,Self,Self,10.0
345,House,70000,Askari 10,Rawalpindi,Punjab,33.586989,73.077743,4,For Rent,5,2019-05-06,Self,Self,10.7
